Mod:Item:MetaData, Localized Name
inventorypets:enderman_pet, Enderman Pet
inventorypets:creeper_pet, Creeper Pet
inventorypets:magma_cube_pet, Magma Cube Pet
inventorypets:wither_pet, Wither Pet
inventorypets:blaze_pet, Blaze Pet
inventorypets:bed_pet, Bed Pet
inventorypets:chest_pet, Chest Pet
inventorypets:double_chest_pet, Double Chest Pet
inventorypets:ender_chest_pet, Ender Chest Pet
inventorypets:furnace_pet, Furnace Pet
inventorypets:crafting_table_pet, Crafting Table Pet
inventorypets:enchanting_table_pet, Enchanting Table Pet
inventorypets:jukebox_pet, Jukebox Pet
inventorypets:anvil_pet, Anvil Pet
inventorypets:brewing_stand_pet, Brewing Stand Pet
inventorypets:nether_portal_pet, Nether Portal Pet
inventorypets:sponge_pet, Sponge Pet
inventorypets:purplicious_cow_pet, Purplicious Cow Pet
inventorypets:mickerson_pet, Mickerson
inventorypets:pingot_pet, Pingot Pet
inventorypets:qcm_pet, Quantum Crystal Monster Pet
inventorypets:banana_pet, Banana Pet
inventorypets:loot_pet, Loot Pet
inventorypets:slime_pet, Slime Pet
inventorypets:cloud_pet, Cloud Pet
inventorypets:pufferfish_pet, Pufferfish Pet
inventorypets:black_hole_pet, Black Hole Pet
inventorypets:quiver_pet, Quiver Pet
inventorypets:pacman_pet, Pac-Man Pet
inventorypets:cheetah_pet, Cheetah Pet
inventorypets:house_pet, House Pet
inventorypets:silverfish_pet, Silverfish Pet
inventorypets:wolf_pet, Wolf Pet
inventorypets:apple_pet, Apple Pet
inventorypets:shield_pet, Shield Pet
inventorypets:heart_pet, Heart Pet
inventorypets:moon_pet, Moon Pet
inventorypets:dubstep_pet, Dubstep Pet
inventorypets:juggernaut_pet, Juggernaut Pet
inventorypets:illuminati_pet, Illuminati Pet
inventorypets:grave_pet, Grave Pet
inventorypets:nugget_diamond, Diamond Nugget
inventorypets:nugget_obsidian, Obsidian Nugget
inventorypets:nugget_emerald, Emerald Nugget
inventorypets:nugget_iron, Iron Nugget
inventorypets:nugget_coal, Coal Nugget
inventorypets:nugget_lapis, Lapis Nugget
inventorypets:nugget_ender, Ender Nugget
inventorypets:feed_bag, Feed Bag
inventorypets:holiday_cookie, Holiday Cookie
inventorypets:mug_egg_nog, Mug of Egg Nog
inventorypets:candy_cane, Candy Cane
inventorypets:item_gift, Gift
inventorypets:solstice_helmet, Solstice Helmet
inventorypets:solstice_chestplate, Solstice Chestplate
inventorypets:solstice_leggings, Solstice Leggings
inventorypets:solstice_boots, Solstice Boots
inventorypets:solstice_sword, Solstice Sword
inventorypets:pet_christmas_tree, Christmas Tree Pet
inventorypets:pet_menorah, Menorah Pet
inventorypets:pet_mishumaa_saba, Mishumaa Saba Pet
inventorypets:pet_politically_correct, Politically Correct Pet
inventorypets:april_fool_pet, April Fool Pet
inventorypets:start_button, Start Button
inventorypets:windows_7, Windoes 7
inventorypets:windows_8, Windoes 8
inventorypets:windows_31, Windoes 3.1
inventorypets:windows_me, Windoes ME
inventorypets:windows_mojave, Windoes Mojave
inventorypets:windows_xp, Windoes XP
inventorypets:xerox_parc_gui, Xerox PARC GUI
inventorypets:blue_screen_of_death, Blue Screen of Death
inventorypets:rock_candy, Rock Candy
inventorypets:easter_egg, Easter Egg
inventorypets:cloud, Cloud Block
inventorypets:cloud_spawn, Cloud Spawner
inventorypets:sand, Sand Block
inventorypets:sand_spawn, Sand Spawner
inventorypets:stone, Stone Block
inventorypets:stone_spawn, Stone Spawner
inventorypets:petAchieveItem1, item.InventoryPets_petAchieveItem1.name
inventorypets:petAchieveItem5, item.InventoryPets_petAchieveItem5.name
inventorypets:petAchieveItem10, item.InventoryPets_petAchieveItem10.name
inventorypets:petAchieveItem20, item.InventoryPets_petAchieveItem20.name
inventorypets:petAchieveItemAll, item.InventoryPets_petAchieveItemAll.name
inventorypets:petAchieveItemGeneral, item.InventoryPets_petAchieveItemGeneral.name
ironbackpacks:basicBackpack, Basic Backpack
ironbackpacks:ironBackpackStorageEmphasis, Iron Backpack (+Storage)
ironbackpacks:ironBackpackUpgradeEmphasis, Iron Backpack (+Upgrades)
ironbackpacks:goldBackpackStorageEmphasis, Gold Backpack (+Storage)
ironbackpacks:goldBackpackUpgradeEmphasis, Gold Backpack (+Upgrades)
ironbackpacks:diamondBackpackStorageEmphasis, Diamond Backpack (+Storage)
ironbackpacks:diamondBackpackUpgradeEmphasis, Diamond Backpack (+Upgrades)
ironbackpacks:upgrade:0, Additional Upgrade Points Upgrade
ironbackpacks:upgrade:1, Button Upgrade
ironbackpacks:upgrade:2, Damage Bar Upgrade
ironbackpacks:upgrade:3, Depth Upgrade
ironbackpacks:upgrade:4, Eternity Upgrade
ironbackpacks:upgrade:5, Nesting Upgrade
ironbackpacks:upgrade:6, Advanced Nesting Upgrade
ironbackpacks:upgrade:7, Quick Deposit Upgrade
ironbackpacks:upgrade:8, Precise Quick Deposit Upgrade
ironbackpacks:upgrade:9, Compression Upgrade
ironbackpacks:upgrade:10, Small Compression Upgrade
ironbackpacks:upgrade:11, Decompression Upgrade
ironbackpacks:upgrade:12, Basic Filter Upgrade
ironbackpacks:upgrade:13, Fuzzy Filter Upgrade
ironbackpacks:upgrade:14, Ore Dictionary Filter Upgrade
ironbackpacks:upgrade:15, Mod Specific Filter Upgrade
ironbackpacks:upgrade:16, Void Filter Upgrade
ironbackpacks:upgrade:17, Advanced Filter Upgrade
ironbackpacks:upgrade:18, Mining Filter Upgrade
ironbackpacks:upgrade:19, Restocking Upgrade
ironbackpacks:crafting:0, Upgrade Core
ironchest:ironGoldUpgrade, Iron to Gold Chest Upgrade
ironchest:goldDiamondUpgrade, Gold to Diamond Chest Upgrade
ironchest:copperSilverUpgrade, Copper to Silver Chest Upgrade
ironchest:silverGoldUpgrade, Silver to Gold Chest Upgrade
ironchest:copperIronUpgrade, Copper to Iron Chest Upgrade
ironchest:diamondCrystalUpgrade, Diamond to Crystal Chest Upgrade
ironchest:woodIronUpgrade, Wood to Iron Chest Upgrade
ironchest:woodCopperUpgrade, Wood to Copper Chest Upgrade
ironchest:diamondObsidianUpgrade, Diamond to Obsidian Chest Upgrade
ironchest:BlockIronChest:0, Iron Chest
ironchest:BlockIronChest:1, Gold Chest
ironchest:BlockIronChest:2, Diamond Chest
ironchest:BlockIronChest:3, Copper Chest
ironchest:BlockIronChest:4, Silver Chest
ironchest:BlockIronChest:5, Crystal Chest
ironchest:BlockIronChest:6, Obsidian Chest
ironchest:BlockIronChest:7, DirtChest 9000!
lootbags:itemlootbag:0, §fCommon Lootbag
lootbags:itemlootbag:1, §aUncommon Lootbag
lootbags:itemlootbag:2, §9Rare Lootbag
lootbags:itemlootbag:3, §dEpic Lootbag
lootbags:itemlootbag:4, §6Legendary Lootbag
lootbags:itemlootbag:5, §7name.lootbags_lootbagTrash.name
lootbags:itemlootbag:10, §aname.lootbags_lootbagPet.name
lootbags:itemlootbag:11, §eArtifact Lootbag
lootbags:itemlootbag:12, §aname.lootbags_lootbagFools.name
lootbags:itemlootbag:21, §aname.lootbags_lootbagiskall85.name
lootbags:itemlootbag:22, §6name.lootbags_lootbagGoodTimesWithScar.name
lootbags:itemlootbag:23, §7name.lootbags_lootbagFalseSymmetry.name
lootbags:itemlootbag:24, §dname.lootbags_lootbagStressmonster101.name
lootbags:itemlootbag:25, §cname.lootbags_lootbagRendog.name
lootbags:itemlootbag:26, §fname.lootbags_lootbagBdoubleO100.name
lootbags:itemlootbag:27, §5name.lootbags_lootbagXisumavoid.name
lootbags:itemlootbag:28, §aname.lootbags_lootbagdocm77.name
lootbags:loot_recycler, Loot Recycler
lootbags:loot_opener, Bag Opener
malisisdoors:wood_sliding_door, Wooden Glass Door
malisisdoors:iron_sliding_door, Iron Glass Door
malisisdoors:jail_door, Jail Door
malisisdoors:laboratory_door, Laboratory Door
malisisdoors:factory_door, Factory Door
malisisdoors:shoji_door, Shoji Door
malisisdoors:curtain_white, White Curtain
malisisdoors:curtain_orange, Orange Curtain
malisisdoors:curtain_magenta, Magenta Curtain
malisisdoors:curtain_light_blue, Light Blue Curtain
malisisdoors:curtain_yellow, Yellow Curtain
malisisdoors:curtain_lime, Lime Curtain
malisisdoors:curtain_pink, Pink Curtain
malisisdoors:curtain_gray, Gray Curtain
malisisdoors:curtain_silver, SilverCurtain
malisisdoors:curtain_cyan, Cyan Curtain
malisisdoors:curtain_purple, Purple Curtain
malisisdoors:curtain_blue, Blue Curtain
malisisdoors:curtain_brown, Brown Curtain
malisisdoors:curtain_green, Green Curtain
malisisdoors:curtain_red, Red Curtain
malisisdoors:curtain_black, Black Curtain
malisisdoors:customDoorItem, item.customDoorItem.name
malisisdoors:saloon, Saloon Door
malisisdoors:verticalHatch, Reinforced Door
malisisdoors:carriage_door, Carriage Door
malisisdoors:medieval_door, Medieval Door
malisisdoors:sliding_trapdoor, Sliding Trapdoor
malisisdoors:trapdoor_acacia, Acacia Trapdoor
malisisdoors:trapdoor_birch, Birch Trapdoor
malisisdoors:trapdoor_dark_oak, Dark Oak Trapdoor
malisisdoors:trapdoor_jungle, Jungle Trapdoor
malisisdoors:trapdoor_spruce, Spruce Trapdoor
malisisdoors:camoFenceGate, Camo Fence Gate
malisisdoors:garage_door, Garage Door
malisisdoors:door_factory, Door Factory
malisisdoors:rustyHatch, Rusty Hatch
malisisdoors:rustyHandle, Rusty Handle
malisisdoors:rustyLadder, Rusty Ladder
malisisdoors:forcefieldItem, Forcefield Controller
malisisdoors:hitechdoor, Hi-tech Door
mineaddons:booster, Butt Booster
mineaddons:cellulose, Cellulose
mineaddons:rainbowbottle, Rainbow in a Bottle
mineaddons:witherdust, Wither Dust
mineaddons:ironnugget, Iron Nugget
mineaddons:supernametag, Super Name Tag
mineaddons:sushi, Sushi
mineaddons:ancientessence, Ancient Essence
mineaddons:noaishulkerspawnegg, Brainless Shulker Egg
mineaddons:terracotta_white, White Terracotta Block
mineaddons:terracotta_orange, Orange Terracotta Block
mineaddons:terracotta_magenta, Magenta Terracotta Block
mineaddons:terracotta_lightblue, Light Blue Terracotta Block
mineaddons:terracotta_yellow, Yellow Terracotta Block
mineaddons:terracotta_lime, Lime Terracotta Block
mineaddons:terracotta_pink, Pink Terracotta Block
mineaddons:terracotta_gray, Gray Terracotta Block
mineaddons:terracotta_lightgray, Light Gray Terracotta Block
mineaddons:terracotta_cyan, Cyan Terracotta Block
mineaddons:terracotta_purple, Purple Terracotta Block
mineaddons:terracotta_blue, Blue Terracotta Block
mineaddons:terracotta_brown, Brown Terracotta Block
mineaddons:terracotta_green, Green Terracotta Block
mineaddons:terracotta_red, Red Terracotta Block
mineaddons:terracotta_black, Black Terracotta Block
mineaddons:lavasponge:0, Lava Sponge
mineaddons:lavasponge:1, Wet Lava Sponge
mineaddons:observer, Observer Block
mineaddons:torch_white, White Torch
mineaddons:torch_orange, Orange Torch
mineaddons:torch_magenta, Magenta Torch
mineaddons:torch_lightblue, Light Blue Torch
mineaddons:torch_yellow, Yellow Torch
mineaddons:torch_lime, Lime Torch
mineaddons:torch_pink, Pink Torch
mineaddons:torch_gray, Gray Torch
mineaddons:torch_lightgray, Light Gray Torch
mineaddons:torch_cyan, Cyan Torch
mineaddons:torch_purple, Purple Torch
mineaddons:torch_blue, Blue Torch
mineaddons:torch_brown, Brown Torch
mineaddons:torch_green, Green Torch
mineaddons:torch_red, Red Torch
mineaddons:torch_black, Black Torch
minefactoryreloaded:milk_fluid, Milk
minefactoryreloaded:sludge_fluid, Sludge
minefactoryreloaded:sewage_fluid, Sewage
minefactoryreloaded:mob_essence_fluid, fluid.mfr.mobessence.still.name
minefactoryreloaded:biofuel_fluid, BioFuel
minefactoryreloaded:meat_fluid, Meat
minefactoryreloaded:pink_slime_fluid, fluid.mfr.pinkslime.still.name
minefactoryreloaded:chocolate_milk_fluid, fluid.mfr.chocolatemilk.still.name
minefactoryreloaded:mushroom_soup_fluid, fluid.mfr.mushroomsoup.still.name
minefactoryreloaded:steam_fluid, Steam
minefactoryreloaded:machine_0:0, Planter
minefactoryreloaded:machine_0:1, Fisher
minefactoryreloaded:machine_0:2, Harvester
minefactoryreloaded:machine_0:3, Rancher
minefactoryreloaded:machine_0:4, Fertilizer
minefactoryreloaded:machine_0:5, Veterinary Station
minefactoryreloaded:machine_0:6, Item Collector
minefactoryreloaded:machine_0:7, Block Breaker
minefactoryreloaded:machine_0:8, Weather Collector
minefactoryreloaded:machine_0:9, Sludge Boiler
minefactoryreloaded:machine_0:10, Sewer
minefactoryreloaded:machine_0:11, Composter
minefactoryreloaded:machine_0:12, Breeder
minefactoryreloaded:machine_0:13, Grinder
minefactoryreloaded:machine_0:14, Auto-Enchanter
minefactoryreloaded:machine_0:15, Chronotyper
minefactoryreloaded:machine_1:0, Ejector
minefactoryreloaded:machine_1:1, Item Router
minefactoryreloaded:machine_1:2, Liquid Router
minefactoryreloaded:machine_1:3, Deep Storage Unit
minefactoryreloaded:machine_1:4, LiquiCrafter
minefactoryreloaded:machine_1:5, Lava Fabricator
minefactoryreloaded:machine_1:6, Steam Boiler
minefactoryreloaded:machine_1:7, Auto-Jukebox
minefactoryreloaded:machine_1:8, Unifier
minefactoryreloaded:machine_1:9, Auto-Spawner
minefactoryreloaded:machine_1:10, BioReactor
minefactoryreloaded:machine_1:11, BioFuel Generator
minefactoryreloaded:machine_1:12, Auto-Disenchanter
minefactoryreloaded:machine_1:13, Slaughterhouse
minefactoryreloaded:machine_1:14, Meat Packer
minefactoryreloaded:machine_1:15, Enchantment Router
minefactoryreloaded:machine_2:0, Laser Drill
minefactoryreloaded:machine_2:1, Laser Drill Precharger
minefactoryreloaded:machine_2:2, Auto-Anvil
minefactoryreloaded:machine_2:3, Block Smasher
minefactoryreloaded:machine_2:4, RedNote Block
minefactoryreloaded:machine_2:5, Auto-Brewer
minefactoryreloaded:machine_2:6, Fruit Picker
minefactoryreloaded:machine_2:7, Block Placer
minefactoryreloaded:machine_2:8, Mob Counter
minefactoryreloaded:machine_2:9, Steam Turbine
minefactoryreloaded:machine_2:10, Chunk Loader
minefactoryreloaded:machine_2:11, Fountain
minefactoryreloaded:machine_2:12, Mob Router
minefactoryreloaded:conveyor:16, Conveyor Belt
minefactoryreloaded:conveyor:0, Conveyor Belt (White)
minefactoryreloaded:conveyor:1, Conveyor Belt (Orange)
minefactoryreloaded:conveyor:2, Conveyor Belt (Magenta)
minefactoryreloaded:conveyor:3, Conveyor Belt (Light Blue)
minefactoryreloaded:conveyor:4, Conveyor Belt (Yellow)
minefactoryreloaded:conveyor:5, Conveyor Belt (Lime)
minefactoryreloaded:conveyor:6, Conveyor Belt (Pink)
minefactoryreloaded:conveyor:7, Conveyor Belt (Gray)
minefactoryreloaded:conveyor:8, Conveyor Belt (Light Gray)
minefactoryreloaded:conveyor:9, Conveyor Belt (Cyan)
minefactoryreloaded:conveyor:10, Conveyor Belt (Purple)
minefactoryreloaded:conveyor:11, Conveyor Belt (Blue)
minefactoryreloaded:conveyor:12, Conveyor Belt (Brown)
minefactoryreloaded:conveyor:13, Conveyor Belt (Green)
minefactoryreloaded:conveyor:14, Conveyor Belt (Red)
minefactoryreloaded:conveyor:15, Conveyor Belt (Black)
minefactoryreloaded:stained_glass:0, Stained Glass (White)
minefactoryreloaded:stained_glass:1, Stained Glass (Orange)
minefactoryreloaded:stained_glass:2, Stained Glass (Magenta)
minefactoryreloaded:stained_glass:3, Stained Glass (Light Blue)
minefactoryreloaded:stained_glass:4, Stained Glass (Yellow)
minefactoryreloaded:stained_glass:5, Stained Glass (Lime)
minefactoryreloaded:stained_glass:6, Stained Glass (Pink)
minefactoryreloaded:stained_glass:7, Stained Glass (Gray)
minefactoryreloaded:stained_glass:8, Stained Glass (Light Gray)
minefactoryreloaded:stained_glass:9, Stained Glass (Cyan)
minefactoryreloaded:stained_glass:10, Stained Glass (Purple)
minefactoryreloaded:stained_glass:11, Stained Glass (Blue)
minefactoryreloaded:stained_glass:12, Stained Glass (Brown)
minefactoryreloaded:stained_glass:13, Stained Glass (Green)
minefactoryreloaded:stained_glass:14, Stained Glass (Red)
minefactoryreloaded:stained_glass:15, Stained Glass (Black)
minefactoryreloaded:stained_glass_pane:0, Stained Glass Pane (White)
minefactoryreloaded:stained_glass_pane:1, Stained Glass Pane (Orange)
minefactoryreloaded:stained_glass_pane:2, Stained Glass Pane (Magenta)
minefactoryreloaded:stained_glass_pane:3, Stained Glass Pane (Light Blue)
minefactoryreloaded:stained_glass_pane:4, Stained Glass Pane (Yellow)
minefactoryreloaded:stained_glass_pane:5, Stained Glass Pane (Lime)
minefactoryreloaded:stained_glass_pane:6, Stained Glass Pane (Pink)
minefactoryreloaded:stained_glass_pane:7, Stained Glass Pane (Gray)
minefactoryreloaded:stained_glass_pane:8, Stained Glass Pane (Light Gray)
minefactoryreloaded:stained_glass_pane:9, Stained Glass Pane (Cyan)
minefactoryreloaded:stained_glass_pane:10, Stained Glass Pane (Purple)
minefactoryreloaded:stained_glass_pane:11, Stained Glass Pane (Blue)
minefactoryreloaded:stained_glass_pane:12, Stained Glass Pane (Brown)
minefactoryreloaded:stained_glass_pane:13, Stained Glass Pane (Green)
minefactoryreloaded:stained_glass_pane:14, Stained Glass Pane (Red)
minefactoryreloaded:stained_glass_pane:15, Stained Glass Pane (Black)
minefactoryreloaded:road:0, Road
minefactoryreloaded:road:1, Road Light
minefactoryreloaded:road:4, Road Light (Inverted)
minefactoryreloaded:plastic:0, Block of Plastic
minefactoryreloaded:plastic:1, Plastic Paver
minefactoryreloaded:plastic:2, Plastic Column
minefactoryreloaded:plastic:3, Large Plastic Bricks
minefactoryreloaded:plastic:4, Chiseled Plastic Bricks
minefactoryreloaded:plastic:5, Plastic Road
minefactoryreloaded:plastic:6, Plastic Bricks
minefactoryreloaded:brick:0, Ice Bricks
minefactoryreloaded:brick:1, Glowstone Bricks
minefactoryreloaded:brick:2, Lapis Bricks
minefactoryreloaded:brick:3, Obsidian Bricks
minefactoryreloaded:brick:4, Paved Stone Bricks
minefactoryreloaded:brick:5, Snow Bricks
minefactoryreloaded:brick:6, Large Ice Bricks
minefactoryreloaded:brick:7, Large Glowstone Bricks
minefactoryreloaded:brick:8, Large Lapis Bricks
minefactoryreloaded:brick:9, Large Obsidian Bricks
minefactoryreloaded:brick:10, Large Paved Stone Bricks
minefactoryreloaded:brick:11, Large Snow Bricks
minefactoryreloaded:brick:12, Raw Meat Block
minefactoryreloaded:brick:13, Cooked Meat Block
minefactoryreloaded:brick:14, Large Bricks
minefactoryreloaded:brick:15, Sugar Charcoal Block
minefactoryreloaded:stone:0, Smooth Blackstone
minefactoryreloaded:stone:1, Smooth Whitestone
minefactoryreloaded:stone:2, Cobble Blackstone
minefactoryreloaded:stone:3, Cobble Whitestone
minefactoryreloaded:stone:4, Large Blackstone Bricks
minefactoryreloaded:stone:5, Large Whitestone Bricks
minefactoryreloaded:stone:6, Small Blackstone Bricks
minefactoryreloaded:stone:7, Small Whitestone Bricks
minefactoryreloaded:stone:8, Blackstone Gravel
minefactoryreloaded:stone:9, Whitestone Gravel
minefactoryreloaded:stone:10, Paved Blackstone
minefactoryreloaded:stone:11, Paved Whitestone
minefactoryreloaded:pink_slime_block, Pink Slime Block
minefactoryreloaded:rubberwood_log, Rubber Wood
minefactoryreloaded:rubberwood_leaves:0, Rubber Leaves
minefactoryreloaded:rubberwood_leaves:1, Dry Rubber Leaves
minefactoryreloaded:rubberwood_sapling:0, Rubber Sapling
minefactoryreloaded:rubberwood_sapling:1, Sacred Rubber Sapling
minefactoryreloaded:rubberwood_sapling:2, Mega Rubber Sapling
minefactoryreloaded:rubberwood_sapling:3, Sacred Rubber Sapling
minefactoryreloaded:rail_cargo_dropoff, Cargo Dropoff Rail
minefactoryreloaded:rail_cargo_pickup, Cargo Pickup Rail
minefactoryreloaded:rail_passenger_dropoff, Passenger Dropoff Rail
minefactoryreloaded:rail_passenger_pickup, Passenger Pickup Rail
minefactoryreloaded:rednet_cable:0, RedNet Cable
minefactoryreloaded:rednet_cable:1, RedNet Cable
minefactoryreloaded:rednet_cable:2, RedNet Energy Cable
minefactoryreloaded:rednet_cable:3, RedNet Energy Cable
minefactoryreloaded:rednet_logic, Programmable RedNet Controller
minefactoryreloaded:rednet_panel:0, RedNet Historian
minefactoryreloaded:vine_scaffold, Vine Scaffolding
minefactoryreloaded:detcord, DetCord
minefactoryreloaded:plastic_pipe, Plastic Pipe
minefactoryreloaded:fertile_soil, Fertile Soil
minefactoryreloaded:machine_block:0, Factory Machine Block
minefactoryreloaded:machine_block:1, Programmable RedNet Controller Housing
minefactoryreloaded:tank, Plastic Tank
minefactoryreloaded:hammer, Precision Sledgehammer
minefactoryreloaded:plastic_helm, Plastic Helmet
minefactoryreloaded:plastic_chest, Plastic Breastplate
minefactoryreloaded:plastic_legs, Plastic Leggings
minefactoryreloaded:plastic_boots, Plastic Boots
minefactoryreloaded:glass_helm, Sunglasses
minefactoryreloaded:rubber_raw, Raw Rubber
minefactoryreloaded:rubber_bar, Rubber Bar
minefactoryreloaded:plastic_raw, Raw Plastic
minefactoryreloaded:plastic_sheet, Plastic Sheets
minefactoryreloaded:upgrade_radius:0, Upgrade (Lapis)
minefactoryreloaded:upgrade_radius:1, Upgrade (Tin)
minefactoryreloaded:upgrade_radius:2, Upgrade (Iron)
minefactoryreloaded:upgrade_radius:3, Upgrade (Copper)
minefactoryreloaded:upgrade_radius:4, Upgrade (Bronze)
minefactoryreloaded:upgrade_radius:5, Upgrade (Silver)
minefactoryreloaded:upgrade_radius:6, Upgrade (Gold)
minefactoryreloaded:upgrade_radius:7, Upgrade (Quartz)
minefactoryreloaded:upgrade_radius:8, Upgrade (Diamond)
minefactoryreloaded:upgrade_radius:9, Upgrade (Platinum)
minefactoryreloaded:upgrade_radius:10, Upgrade (Emerald)
minefactoryreloaded:upgrade_radius:16384, Upgrade (Cobble)
minefactoryreloaded:rednet_meter:0, RedNet Meter
minefactoryreloaded:rednet_meter:1, RedNet Multimeter
minefactoryreloaded:rednet_meter:2, Debugger
minefactoryreloaded:rednet_memory_card, PRC Memory Card
minefactoryreloaded:upgrade_logic:0, PRC LX-100 Logic Expansion Card
minefactoryreloaded:upgrade_logic:1, PRC LX-300 Logic Expansion Card
minefactoryreloaded:upgrade_logic:2, PRC LX-500 Logic Expansion Card
minefactoryreloaded:meat_ingot_raw, Raw Meat Ingot
minefactoryreloaded:meat_ingot_cooked, Cooked Meat Ingot
minefactoryreloaded:meat_nugget_raw, Raw "Meat" Nugget
minefactoryreloaded:meat_nugget_cooked, Cooked "Meat" Nugget
minefactoryreloaded:pink_slime:0, Pink Slimeball
minefactoryreloaded:pink_slime:1, Pink Slime Crystal
minefactoryreloaded:syringe_empty, Empty Syringe
minefactoryreloaded:syringe_health, Health Syringe
minefactoryreloaded:syringe_growth, Growth Syringe
minefactoryreloaded:syringe_zombie, Zombie Syringe
minefactoryreloaded:syringe_slime, Slime Embiggening Syringe
minefactoryreloaded:syringe_cure, De-Zombification Syringe
minefactoryreloaded:safari_net_launcher, Safari Net Launcher
minefactoryreloaded:safari_net_reusable, Safari Net (Reusable)
minefactoryreloaded:safari_net_single_use, Safari Net (Single-Use)
minefactoryreloaded:safari_net_jailer, Jailer's Safari Net
minefactoryreloaded:safari_net_jailer_fancy, Golden Jailer's Safari Net
minefactoryreloaded:porta_spawner, PortaSpawner
minefactoryreloaded:xp_extractor, XP Extractor
minefactoryreloaded:straw, Straw
minefactoryreloaded:milk_bottle, Milk Bottle
minefactoryreloaded:plastic_cup:0, Plastic Cup
minefactoryreloaded:plastic_bag, Plastic Bag
minefactoryreloaded:sugar_charcoal, Sugar Charcoal
minefactoryreloaded:fertilizer, Industrial Fertilizer
minefactoryreloaded:ceramic_dye:0, Ceramic Dye (White)
minefactoryreloaded:ceramic_dye:1, Ceramic Dye (Orange)
minefactoryreloaded:ceramic_dye:2, Ceramic Dye (Magenta)
minefactoryreloaded:ceramic_dye:3, Ceramic Dye (Light Blue)
minefactoryreloaded:ceramic_dye:4, Ceramic Dye (Yellow)
minefactoryreloaded:ceramic_dye:5, Ceramic Dye (Lime)
minefactoryreloaded:ceramic_dye:6, Ceramic Dye (Pink)
minefactoryreloaded:ceramic_dye:7, Ceramic Dye (Gray)
minefactoryreloaded:ceramic_dye:8, Ceramic Dye (Light Gray)
minefactoryreloaded:ceramic_dye:9, Ceramic Dye (Cyan)
minefactoryreloaded:ceramic_dye:10, Ceramic Dye (Purple)
minefactoryreloaded:ceramic_dye:11, Ceramic Dye (Blue)
minefactoryreloaded:ceramic_dye:12, Ceramic Dye (Brown)
minefactoryreloaded:ceramic_dye:13, Ceramic Dye (Green)
minefactoryreloaded:ceramic_dye:14, Ceramic Dye (Red)
minefactoryreloaded:ceramic_dye:15, Ceramic Dye (Black)
minefactoryreloaded:laser_focus:0, Laser Focus (White)
minefactoryreloaded:laser_focus:1, Laser Focus (Orange)
minefactoryreloaded:laser_focus:2, Laser Focus (Magenta)
minefactoryreloaded:laser_focus:3, Laser Focus (Light Blue)
minefactoryreloaded:laser_focus:4, Laser Focus (Yellow)
minefactoryreloaded:laser_focus:5, Laser Focus (Lime)
minefactoryreloaded:laser_focus:6, Laser Focus (Pink)
minefactoryreloaded:laser_focus:7, Laser Focus (Gray)
minefactoryreloaded:laser_focus:8, Laser Focus (Light Gray)
minefactoryreloaded:laser_focus:9, Laser Focus (Cyan)
minefactoryreloaded:laser_focus:10, Laser Focus (Purple)
minefactoryreloaded:laser_focus:11, Laser Focus (Blue)
minefactoryreloaded:laser_focus:12, Laser Focus (Brown)
minefactoryreloaded:laser_focus:13, Laser Focus (Green)
minefactoryreloaded:laser_focus:14, Laser Focus (Red)
minefactoryreloaded:laser_focus:15, Laser Focus (Black)
minefactoryreloaded:blank_record, Blank Record
minefactoryreloaded:spyglass, Spyglass
minefactoryreloaded:ruler, Ruler
minefactoryreloaded:fishing_rod, Fishing Rod
minefactoryreloaded:potato_launcher, Potato Cannon
minefactoryreloaded:needle_gun, Needlegun
minefactoryreloaded:needle_gun_ammo_empty, Needlegun Magazine
minefactoryreloaded:needle_gun_ammo_standard, Needlegun Ammo (Needles)
minefactoryreloaded:needle_gun_ammo_pierce, Needlegun Ammo (Shrapnel)
minefactoryreloaded:needle_gun_ammo_lava, Needlegun Ammo (Lava)
minefactoryreloaded:needle_gun_ammo_sludge, Needlegun Ammo (Sludge)
minefactoryreloaded:needle_gun_ammo_sewage, Needlegun Ammo (Sewage)
minefactoryreloaded:needle_gun_ammo_fire, Needlegun Ammo (Fire)
minefactoryreloaded:needle_gun_ammo_anvil, Needlegun Ammo (Anvil)
minefactoryreloaded:rocket_launcher, SPAMR Launcher
minefactoryreloaded:rocket:0, Tracking Self-Propelled Anti Material Rocket
minefactoryreloaded:rocket:1, Self-Propelled Anti Material Rocket
natura:clouds:0, Cloud
natura:clouds:1, Dark Cloud
natura:clouds:2, Ash Cloud
natura:clouds:3, Sulfur Cloud
natura:materials:0, Barley
natura:materials:1, Barley Flour
natura:materials:2, Wheat Flour
natura:materials:3, Cotton
natura:materials:4, Sulfur
natura:materials:5, Ghostwood Fletching
natura:materials:6, Imp Leather
natura:materials:7, Flamestring
natura:materials:8, Blue Dye
natura:empty_bowls:0, Empty Ghostwood Bowl
natura:empty_bowls:1, Empty Bloodwood Bowl
natura:empty_bowls:2, Empty Darkwood Bowl
natura:empty_bowls:3, Empty Fusewood Bowl
natura:edibles:0, Raw Imphide
natura:edibles:1, Cooked Imphide
natura:edibles:2, Raspberry
natura:edibles:3, Blueberry
natura:edibles:4, Blackberry
natura:edibles:5, Maloberry
natura:edibles:6, Blightberry
natura:edibles:7, Duskberry
natura:edibles:8, Skyberry
natura:edibles:9, Stingberry
natura:edibles:10, Potash Apple
